Jaar,LEEFTIJD,GESLACHT,vervoerwijze,vervoerwijzefilter,wegvak/kruispunt,wegbeheerder,wegnummer,HECTOMETER,STRAAT1,STRAAT2,STRAAT3,GEMEENTE,PROVINCIE,type locatie,X_COORD,Y_COORD,Lat,Lon
2006,67,M,Personenauto,1,32151001,,,,Retranchementseweg,Bosweg,GROENE WEG,Sluis Z,Zeeland,W,16483,375782,51.35425148,3.398533467
2006,9,M,Personenauto,1,47133006,,,,Buitendijk,Buitendijk,Galgenstraat,Sluis Z,Zeeland,K,23959,366700,51.27443359,3.509163952
2006,56,M,Personenauto,1,53155002,,,"178,8",Rijksweg,Middendijk,Schoondijkseweg,Sluis Z,Zeeland,W,26789,377298,51.37030384,3.545870315
2006,0,V,Personenauto,1,60143043,,,"0,6",Middenweg,Oranjestraat,Turkeijeweg,Sluis Z,Zeeland,K,30224,371642,51.32025263,3.597172306
2006,58,V,Fiets,2,61175056,,,,Bermweg,Kanaalstraat,Spoorstraat,Vlissingen,Zeeland,K,30524,387701,51.46461131,3.595816353
2006,70,V,Fiets,2,64182012,,,,Kanaalweg,Kanaalweg,Stationsbrug,Middelburg,Zeeland,K,32152,391096,51.49547324,3.61804917
2006,42,M,Personenauto,1,72182053,,,"16,3",RYKSWG,ARNEMUIDEN & BS 37,RYKSWG,Middelburg,Zeeland,W,37245,391810,51.502977,3.691123711
2006,25,M,Personenauto,1,73177006,,,"25,9",Sloeweg Noord,RITTHEM,Sloeweg Noord,Vlissingen,Zeeland,W,36970,389020,51.47785002,3.688101106
2006,11,V,Personenauto,1,73196005,,,,Ruiterplaatweg,Aalscholverlaan,Bergeendlaan,Noord Beveland,Zeeland,W,36807,398183,51.56014917,3.682670608
2006,76,V,Fiets,2,79223003,,,,Hogeweg,A van de Weijdeweg,GRAVENHOF,Schouwen-Duiveland,Zeeland,W,39988,412018,51.68512338,3.723970438
2006,51,M,Personenauto,1,80168006,,,,Europaweg Oost,IJslandweg,Polenweg,Borsele,Zeeland,W,40402,384563,51.43850957,3.738937154
2006,42,M,Motor,4,82170015,,,"3,4",Westerscheldetunnelweg,Westerscheldetunnelweg,Assenburgweg,Borsele,Zeeland,W,41241,385511,51.44719787,3.750693783
2006,10,V,Personenauto,1,83140004,,,"1,8",Hoofdweg,Hasjesstraat,Hoofdweg,Terneuzen,Zeeland,W,41707,370095,51.30876702,3.762334643
2006,21,V,Personenauto,1,83140004,,,"1,8",Hoofdweg,Hasjesstraat,Hoofdweg,Terneuzen,Zeeland,W,41707,370095,51.30876702,3.762334643
2006,55,V,Fiets,2,88122030,,,,Oostdam,Oostdam,Westkade,Terneuzen,Zeeland,K,44222,361101,51.22844504,3.801194263
2006,24,M,Bestelauto,5,88137002,,,"1,8",Westerscheldetunnelweg,Hoofdweg,Westerscheldetunnelweg,Terneuzen,Zeeland,W,44303,370401,51.31203032,3.799457667
2006,75,M,Motor,4,88152004,,,"2,7",Westerscheldetunnelweg,Westerscheldetunnelweg,Westerscheldetunnelweg,Borsele,Zeeland,W,44427,379182,51.39095999,3.798493144
2006,16,M,Bromfiets,5,89205003,,,,De Verlaetweg,Emelissedijk,Emelissedijk,Noord Beveland,Zeeland,K,44728,402530,51.60082033,3.7954908
2006,85,M,Bromfiets,5,93136035,,,,WESTKANAALWEG NOORD,WESTKADE,KORTE BLIKSTRAAT,Terneuzen,Zeeland,W,46698,368198,51.29269732,3.834469599
2006,18,V,Personenauto,1,93143106,,,,Mr. F.J. Haarmanweg,Dokweg,Mr. F.J. Haarmanweg,Terneuzen,Zeeland,W,46578,371813,51.32515896,3.831645087
2006,19,M,Personenauto,1,93143106,,,,Mr. F.J. Haarmanweg,Dokweg,Mr. F.J. Haarmanweg,Terneuzen,Zeeland,W,46578,371813,51.32515896,3.831645087
2006,24,M,Personenauto,1,93143106,,,,Mr. F.J. Haarmanweg,Dokweg,Mr. F.J. Haarmanweg,Terneuzen,Zeeland,W,46578,371813,51.32515896,3.831645087
2006,77,M,Fiets,2,93145189,,,,Churchilllaan,Churchilllaan,Scheldeboulevard,Terneuzen,Zeeland,K,46864,372897,51.33495459,3.835416236
2006,12,V,Fiets,2,98228009,,,,DELINGSDIJK,DELINGSDIJK,Elkerzeeseweg,Schouwen-Duiveland,Zeeland,K,49079,414255,51.70701813,3.854710968
2006,15,V,Fiets,2,100180098,,,,Anthony Fokkerstraat,Nansenplein,Nansenplein,Goes,Zeeland,K,50100,390361,51.4924984,3.876647507
2006,77,M,Fiets,2,100185012,,,,Kuyperlaan,Kuyperlaan,Schaepmanstraat,Goes,Zeeland,K,50359,392542,51.51214531,3.879726301
2006,16,M,Fiets,2,102184009,,,,Albert Joachimikade,Albert Joachimikade,Albert Joachimikade,Goes,Zeeland,K,51314,392302,51.51016539,3.893550572
2006,19,M,Fiets,2,103130039,,,,Nassaustraat,Markt,Nassaustraat,Terneuzen,Zeeland,W,51893,364989,51.2648298,3.909857561
2006,84,M,Bromfiets,5,107177024,,,,Abbekindersezandweg,Dijkwelseweg,VIADUCTWEG,Kapelle,Zeeland,K,53969,388998,51.48095752,3.932735091
2006,60,M,Personenauto,1,121287001,,,,Antarcticaweg,Europaweg,Europaweg,Rotterdam,Zuid-Holland,K,60722,443634,51.97310798,4.015095583
2006,85,V,Scootmobiel,5,122177001,,,,Grintweg,MAARTENHAASWEGELING,Molhoekseweg,Reimerswaal,Zeeland,W,61559,388821,51.48067708,4.042019729
2006,53,M,Voetganger,3,130168003,,,,Schapendijk,MAAGSPOLDERWEG,Monnikendijk,Reimerswaal,Zeeland,W,65309,384004,51.43799715,4.097218618
2006,21,M,Personenauto,1,130259002,,,,Duindijk,Duindijk,Duindijk,Hellevoetsluis,Zuid-Holland,W,65223,429754,51.84912304,4.084207259
2006,16,V,Personenauto,1,131257060,,,,Provincialeweg,Provincialeweg,Voorweg,Hellevoetsluis,Zuid-Holland,K,65894,428630,51.83912991,4.09423364
2006,5,V,Personenauto,1,132220009,,,"3,1",RYKSWG,RYKSWG,RYKSWG,Schouwen-Duiveland,Zeeland,W,67968,410461,51.67617884,4.128880885
2006,46,M,Personenauto,1,132220009,,,"3,1",RYKSWG,RYKSWG,RYKSWG,Schouwen-Duiveland,Zeeland,W,67968,410461,51.67617884,4.128880885
2006,77,M,Personenauto,1,132238018,,,,West Havendijk,Mozartsingel,1e Stoofweg,Dirksland,Zuid-Holland,W,66425,419170,51.75420168,4.104357772
2006,20,M,Personenauto,1,135165002,,,"33,5",Oude Rijksweg,MOOLWEG,RILLANDSEWEG,Reimerswaal,Zeeland,W,67734,382804,51.42759326,4.13238516
2006,55,V,Personenauto,1,135165002,,,"33,5",Oude Rijksweg,MOOLWEG,RILLANDSEWEG,Reimerswaal,Zeeland,W,67734,382804,51.42759326,4.13238516
2006,28,V,Personenauto,1,139191022,,,,Kadijk,Postweg,Postweg,Tholen,Zeeland,K,69891,395561,51.54256973,4.160306767
2006,25,M,Personenauto,1,140261010,,,,Parallelweg,Rijksstraatweg,Dijkweg,Hellevoetsluis,Zuid-Holland,W,70412,430589,51.85743857,4.159297103
2006,65,V,Bromfiets,5,141188010,,,,Kettingdijk,Gortzakweg,Kettingdijk,Tholen,Zeeland,W,70737,394061,51.52921667,4.172860074
2006,67,V,Personenauto,1,142207073,,,,Krabbenkreekweg,Krabbenkreekweg,Rijksweg,Tholen,Zeeland,K,71300,403808,51.61689674,4.178641577
2006,42,V,Personenauto,1,142270039,,,"13,2",Groene Kruisweg,Krammer,Groene Kruisweg,Brielle,Zuid-Holland,W,71567,435061,51.89780109,4.174977355
2006,13,M,Fiets,2,143298045,,,,Kampschoerstraat,Molenstraat,Molenstraat,Westland,Zuid-Holland,K,71646,449108,52.02404719,4.172713417
2006,15,M,Bromfiets,5,144259017,,,,Kanaaldijk Oost,Boomweg,GRONDWEG,Bernisse,Zuid-Holland,W,72421,429821,51.8508381,4.188637974
2006,15,V,Fiets,2,145290003,,,"2,9",Galgeweg,Naaldwijkseweg,Galgepad,Westland,Zuid-Holland,W,73019,445192,51.98906052,4.193651783
2006,46,M,Bestelauto,5,146272002,,,"3,6",Europaweg,BRIELLE 12 EN ROZENBURG 13,BRIELLE 12,Rotterdam,Zuid-Holland,W,73943,435740,51.90425418,4.209332099
2006,64,M,Voetganger,3,148297037,,,,Nieuweweg,Nieuweweg,Nieuweweg,Westland,Zuid-Holland,W,74487,448193,52.01624422,4.214314392
2006,16,M,Fiets,2,149281004,,,,Lange Kruisweg,Nollaantje,Kaapsebos,Westland,Zuid-Holland,W,74702,440845,51.95024146,4.219166926
2006,36,M,Motor,4,152165011,,,"12,0",RYKSWG,Het Rak,Het Rak,Reimerswaal,Zeeland,W,76480,382878,51.42954339,4.258104718
2006,38,V,Bestelauto,5,152280006,,,"1,5",Rijksweg A20,RYKSWG,MAASSLUIS 7,Midden-Delfland,Zuid-Holland,W,76576,439463,51.93808935,4.246736915
2006,57,M,Motor,4,154268083,,,"4,0",ROZENBURG 14,Severnweg,Trentweg,Rotterdam,Zuid-Holland,K,77459,434252,51.89138276,4.260749897
2006,51,M,Motor,4,154301036,,,,Lozerlaan,Hengelolaan,Melis Stokelaan,S Gravenhage,Zuid-Holland,W,77206,450335,52.03588171,4.253429267
2006,31,M,Personenauto,1,154311029,,,,Duivelandsestraat,Nieboerweg,Nieboerweg,S Gravenhage,Zuid-Holland,K,77479,455912,52.08603847,4.256141082
2006,34,M,Personenauto,1,157263023,,,,Botlekweg,Clydeweg,Hartelkruis,Rotterdam,Zuid-Holland,W,79616,431742,51.86912175,4.292628523
2006,23,M,Personenauto,1,157281006,,,"117,0",Oostgaag,Molenweg,Kwakelweg,Midden-Delfland,Zuid-Holland,W,79026,440969,51.95196378,4.282026038
2006,44,M,Fiets,2,157304013,,,,Hengelolaan,Hengelolaan,Maartensdijklaan,S Gravenhage,Zuid-Holland,K,78858,452042,52.0514514,4.277120924
2006,83,M,Fiets,2,157313022,,,,Frankenslag,Frankenslag,Statenlaan,S Gravenhage,Zuid-Holland,K,78679,456745,52.0936911,4.273459903
2006,20,M,Personenauto,1,159194001,,,"11,9",Halsterseweg,Stierenweg,Witte Ruiterweg,Steenbergen,Noord-Brabant,W,79738,397629,51.56255968,4.301786936
2006,24,M,Personenauto,1,159194001,,,"11,9",Halsterseweg,Stierenweg,Witte Ruiterweg,Steenbergen,Noord-Brabant,W,79738,397629,51.56255968,4.301786936
2006,30,M,Personenauto,1,159194001,,,"11,9",Halsterseweg,Stierenweg,Witte Ruiterweg,Steenbergen,Noord-Brabant,W,79738,397629,51.56255968,4.301786936
2006,21,M,Personenauto,1,159225001,,,"4,8",Rijksweg 59,Rijksweg 59,Rijksweg 59,Oostflakkee,Zuid-Holland,W,83907,413040,51.70160692,4.358763055
2006,46,M,Personenauto,1,160252007,,,,Garsdijk,WILLIGENWEG,RIETHILSEWEG,Bernisse,Zuid-Holland,W,80490,426366,51.82092502,4.306476994
2006,58,M,Trekker,5,160263010,,,"4,5",Rijksweg A15,SPIJKENISSE 16,SPIJKENISSE= N218 16,Rotterdam,Zuid-Holland,W,80991,431731,51.86920727,4.31259247
2006,82,V,Fiets,2,160309086,,,,Loosduinseweg,Loosduinseweg,Noord West Buitensingel,S Gravenhage,Zuid-Holland,K,80229,454527,52.07397016,4.296561174
2006,76,M,Personenauto,1,162259151,,,,Groene Kruisweg,Groene Kruisweg,Hekelingseweg,Spijkenisse,Zuid-Holland,K,81315,429809,51.85197712,4.317706679
2006,58,M,Personenauto,1,163263013,,,"4,6",BOTLEKTUNNEL,Rijksweg A15,Rijksweg A15,Rotterdam,Zuid-Holland,W,82066,431811,51.87006803,4.328181976
2006,23,M,Motor,4,163315047,,,,Bronovolaan,Bronovolaan,Van Alkemadelaan,S Gravenhage,Zuid-Holland,K,81742,457777,52.10337934,4.31792846
2006,59,V,Fiets,2,165272005,,,,Catsstraat,Markgraaflaan,Markgraaflaan,Vlaardingen,Zuid-Holland,K,82839,436424,51.91162603,4.338437935
2006,45,V,Personenauto,1,165313047,,,,Benoordenhoutseweg,Benoordenhoutseweg,Ln van Nieuw Oost-Indie,S Gravenhage,Zuid-Holland,K,82587,456549,52.09245483,4.330520994
2006,46,M,Personenauto,1,165313047,,,,Benoordenhoutseweg,Benoordenhoutseweg,Ln van Nieuw Oost-Indie,S Gravenhage,Zuid-Holland,K,82587,456549,52.09245483,4.330520994
2006,65,V,Personenauto,1,166157018,,,,Putseweg,Putseweg,Putseweg,Woensdrecht,Noord-Brabant,K,83367,378809,51.39388973,4.357947761
2006,47,V,Fiets,2,166272060,,,,Blokmakersplaats,OUDE HAVENBRUG,Westhavenkade,Vlaardingen,Zuid-Holland,K,83198,436171,51.90939875,4.343707488
2006,65,M,Fiets,2,166273054,,,,Westlandseweg,Broekkade,Jaagpad,Vlaardingen,Zuid-Holland,W,83104,436870,51.91566856,4.342195546
2006,91,M,Voetganger,3,167291015,,,,Aart van der Leeuwlaan,Menno ter Braaklaan,A.M. de Jonglaan,Delft,Zuid-Holland,W,83892,445509,51.99340869,4.351858068
2006,16,M,Personenauto,1,167317059,,,,Buurtweg,Buurtweg,Landscheidingsweg,Wassenaar,Zuid-Holland,K,83651,458769,52.11254371,4.345580002
2006,17,M,Personenauto,1,167317059,,,,Buurtweg,Buurtweg,Landscheidingsweg,Wassenaar,Zuid-Holland,K,83651,458769,52.11254371,4.345580002
2006,37,M,Personenauto,1,167317059,,,,Buurtweg,Buurtweg,Landscheidingsweg,Wassenaar,Zuid-Holland,K,83651,458769,52.11254371,4.345580002
2006,12,V,Fiets,2,168308070,,,,Laan van Nieuw Oosteinde,Van Matenessestraat,Van de Wervestraat,Leidschendam-Voorburg,Zuid-Holland,W,84065,454263,52.0721023,4.352560641
2006,56,V,Fiets,2,169260187,,,,Aveling,Aveling,Bovensim,Rotterdam,Zuid-Holland,K,84938,430156,51.8555629,4.370213903
2006,49,V,Fiets,2,170270009,,,"7,3",Beneluxweg,Rijksweg A4,Beneluxweg,Rotterdam,Zuid-Holland,W,85075,434958,51.89873643,4.371228102
2006,27,M,Voetganger,3,170276069,,,,Churchillweg,Laan van Bol'es,Churchillweg,Schiedam,Zuid-Holland,W,85452,438208,51.92799182,4.376047944
2006,58,V,Fiets,2,170292023,,,,Cornelis Drebbelweg,Mekelweg,Mekelweg,Delft,Zuid-Holland,K,85419,446158,51.99943479,4.373956283
2006,13,V,Fiets,2,171310075,,,,Prins Bernhardlaan,Prins Bernhardlaan,Rodelaan,Leidschendam-Voorburg,Zuid-Holland,K,85604,455419,52.08268616,4.374769635
2006,80,M,Fiets,2,171312048,,,,Distelweide,Kersengaarde,Mgr. van Steelaan,Leidschendam-Voorburg,Zuid-Holland,K,85621,456032,52.08819725,4.374892905
2006,47,M,Voetganger,3,172294044,,,,Delftsestraatweg,Delftsestraatweg,Laan der Zeven linden,Pijnacker-Nootdorp,Zuid-Holland,K,86493,447104,52.00807015,4.389404473
2006,47,M,Personenauto,1,173304004,,,"0,8",RYKSWG,KP PRINS CLAUSPLEIN,IND. FOREPARK 5,S Gravenhage,Zuid-Holland,W,87081,452298,52.05482102,4.396935848
2006,75,M,Fiets,2,174173003,,,,Hoeksebaan,Hoeksebaan,Ouwerveldenweg,Roosendaal,Noord-Brabant,K,87149,386550,51.46393002,4.410792098
2006,83,M,Fiets,2,174274089,,,,Broersvest,Boterstraat,Huis Te Riviere,Schiedam,Zuid-Holland,W,87252,437121,51.91844497,4.402428458
2006,22,M,Bromfiets,5,174294034,,,,Zuideindseweg,RENOVALAAN,Ackersdijkseweg,Pijnacker-Nootdorp,Zuid-Holland,W,87540,445718,51.99574236,4.404924773
2006,25,M,Personenauto,1,175264073,,,,Groenedijkviaduct,Vondelingenweg,Vondelingenweg,Rotterdam,Zuid-Holland,K,87873,432242,51.8746716,4.412405054
2006,22,M,Personenauto,1,175309019,,,"4,0",RYKSWG,LEIDSCHENDAM 8,Rijksweg A4,Leidschendam-Voorburg,Zuid-Holland,W,90226,457166,52.09894658,4.441860015
2006,42,M,Personenauto,1,175309091,,,"4,1",RYKSWG,LEIDSCHENDAM 8,Rijksweg A4,Leidschendam-Voorburg,Zuid-Holland,W,89414,456571,52.09350367,4.430125356
2006,55,M,Trekker met oplegger,5,177187015,,,"2,4",Zuid Hollandweg,KP DE STOK,KP DE STOK,Roosendaal,Noord-Brabant,W,88949,394444,51.53509225,4.435207754
2006,59,M,Bestelauto,5,177187015,,,"2,4",Zuid Hollandweg,KP DE STOK,KP DE STOK,Roosendaal,Noord-Brabant,W,88996,394534,51.53590666,4.435868141
2006,33,M,Personenauto,1,177261004,,,,Stationsstraat,Molendijk,Rivierweg,Albrandswaard,Zuid-Holland,W,88881,430682,51.86077201,4.427340032
2006,27,M,Personenauto,1,177266006,,,,Ophemertstraat,Waalhavenweg,Waalhavenweg,Rotterdam,Zuid-Holland,K,88983,433254,51.8838994,4.428328117
2006,22,M,Motor,4,178295009,,,,Europalaan,Europalaan,Oranjelaan,Pijnacker-Nootdorp,Zuid-Holland,W,89369,447669,52.01349554,4.431179152
2006,25,M,Personenauto,1,179237001,,,,Rijksstraatweg,Lange Biesakkersweg,Bommelskoussedijk,Cromstrijen,Zuid-Holland,W,89939,419072,51.75655298,4.444880916
2006,21,M,Snorfiets,5,179337027,,,,Blekerstraat,Lageweg,Lageweg,Katwijk,Zuid-Holland,K,89891,468561,52.20131332,4.434788703
2006,62,M,Fiets,2,180273148,,,,Mathenesserlaan,Mathenesserplein,Mathenesserplein,Rotterdam,Zuid-Holland,K,90258,436885,51.91668196,4.446161859
2006,29,M,Motor,4,181263120,,,,Charloisse Lagedijk,Groene Kruisweg,Groene Kruisweg,Rotterdam,Zuid-Holland,K,90764,431729,51.87040203,4.454477408
2006,74,M,Personenauto,1,182196105,,,"2,0",PROVINCIALEWEG ZUID,PROVINCIALEWEG ZUID,PROVINCIALEWEG ZUID,Halderberge,Noord-Brabant,K,91402,398306,51.57008536,4.469857632
2006,73,M,Voetganger,3,182264059,,,,Slinge,Groene Kruisweg,Stavenissestraat,Rotterdam,Zuid-Holland,W,91364,432359,51.87613293,4.46307221
2006,13,M,Voetganger,3,182274001,,,,Beukelsdijk,Beukelsdijk,G.W. Burgerplein,Rotterdam,Zuid-Holland,K,91081,437423,51.9216123,4.458022875
2006,78,M,Voetganger,3,185260058,,,,Voordijk,Voordijk,Voordijk,Barendrecht,Zuid-Holland,W,93017,430309,51.85789516,4.487442863
2006,73,M,Fiets,2,185279088,,,,Bergweg,Bergweg,Gordelweg,Rotterdam,Zuid-Holland,K,92563,439509,51.94052819,4.479184956
2006,53,M,Voetganger,3,185286026,,,"58,0",ZESTIENHOVENWEG,ZESTIENHOVENWEG,BERGSCHENHOEK,Lansingerland,Zuid-Holland,W,93194,443458,51.97608957,4.487649443
2006,18,M,Personenauto,1,185297009,,,,Noordeindseweg,A H Verweijweg,Middelweg,Lansingerland,Zuid-Holland,W,93020,448172,52.01843606,4.484264406
2006,86,V,Voetganger,3,186292108,,,,Berkenlaan,Beukensingel,Lindenlaan,Lansingerland,Zuid-Holland,W,93339,446169,52.00047017,4.489271868
2006,32,M,Personenauto,1,186338001,,,,Leidsevaart,Leidsevaart,Haarlemmertrekvaart,Teylingen,Zuid-Holland,W,93127,468935,52.20504683,4.482050864
2006,60,V,Fiets,2,186342014,,,,Jacoba van Beierenweg,Oosthoutlaan,Engelselaan,Teylingen,Zuid-Holland,W,93612,471337,52.22668764,4.488709893
2006,79,V,Voetganger,3,187264038,,,,Slinge,Slinge,Vaerhorst,Rotterdam,Zuid-Holland,K,93622,432111,51.87415748,4.49590348
2006,95,M,Voetganger,3,187264038,,,,Slinge,Slinge,Vaerhorst,Rotterdam,Zuid-Holland,K,93622,432111,51.87415748,4.49590348
2006,65,M,Fiets,2,187269016,,,,Brielselaan,Maashaven O.z.,Maashaven O.z.,Rotterdam,Zuid-Holland,K,93602,434700,51.89742367,4.495151728
2006,45,V,Personenauto,1,187287020,,,"70,0",Leeuwenakkerweg,Bergweg-Zuid,De Kulck,Lansingerland,Zuid-Holland,W,94208,444058,51.98159388,4.502299608
2006,59,M,Vrachtauto,5,188330059,,,,Flevoweg,Flevoweg,Flevoweg,Leiden,Zuid-Holland,K,94170,465492,52.17422061,4.497924791
2006,44,M,Motor,4,189261027,,,"1,0",RYKSWG,KP VAANPLEIN,KP VAANPLEIN,Barendrecht,Zuid-Holland,W,95105,431037,51.86466638,4.517622974
2006,65,M,Fiets,2,189329126,,,,Kooilaan,Willem de Zwijgerlaan,Willem de Zwijgerlaan,Leiden,Zuid-Holland,K,94733,464771,52.16780269,4.506282377
2006,22,M,Motor,4,193191005,,,"8,5",RUCPHEN 21,Rucphenseweg,RUCPHEN 21,Rucphen,Noord-Brabant,W,96702,396045,51.55033882,4.546673429
2006,37,M,Bromfiets,5,193272017,,,"2,1",FEIJENOORD 24,CENTRUM 25,KP RIDDERKERK,Rotterdam,Zuid-Holland,W,96919,435388,51.90396307,4.543223188
2006,15,M,Fiets,2,193298029,,,"13,9",Hoefweg,Anjerweg,Hoefweg,Lansingerland,Zuid-Holland,W,96955,449988,52.03518279,4.541276044
2006,42,V,Personenauto,1,194238008,,,"3,5",Trambaan,Verlengde Molenweg,Trambaan,Strijen,Zuid-Holland,W,97436,419910,51.76490713,4.553314108
2006,21,M,Personenauto,1,194352003,,,,Loosterweg Noord,Stationsweg,Zwartelaan,Lisse,Zuid-Holland,W,97565,476499,52.27350447,4.545684273
2006,37,M,Bromfiets,5,194374047,,,,Kostverlorenstraat,Julianaweg,Max Euwestraat,Zandvoort,Noord-Holland,W,97414,487440,52.37181391,4.54160184
2006,16,V,Voetganger,3,195278081,,,,Burgaslaan,Burgaslaan,Prins Alexanderlaan,Rotterdam,Zuid-Holland,K,97857,439460,51.9406572,4.556175361
2006,89,V,Voetganger,3,195283003,,,,Hesseplaats,Bjornsonweg,Sinclair Lewisplaats,Rotterdam,Zuid-Holland,W,97669,441907,51.9626301,4.553033021
2006,69,V,Personenauto,1,195284005,,,,Wollefoppenweg,President Wilsonweg,Schout Bontenbalpad,Rotterdam,Zuid-Holland,W,97867,442499,51.96797106,4.555815077
2006,20,V,Personenauto,1,196309008,,,,Hogeveenseweg,HSL BOUWPLAATS,Hogeveenseweg,Rijnwoude,Zuid-Holland,W,99271,454734,52.07807435,4.574250884
2006,70,V,Fiets,2,198349069,,,,Hillegommerdijk,Lisserdijk,Hillegommerdijk,Haarlemmermeer,Noord-Holland,W,99111,475797,52.2673547,4.568449682
2006,51,V,Voetganger,3,199277010,,,,Merellaan,Merellaan,Rivierweg,Capelle aan den IJssel,Zuid-Holland,K,99842,438540,51.93258918,4.585188017
2006,43,V,Bromfiets,5,199283093,,,,Cornusbaan,Essebaan,Schollevaarse Dreef,Capelle aan den IJssel,Zuid-Holland,K,99691,441716,51.96111848,4.582481212
2006,62,M,Bestelauto,5,199364009,,,,Vogelenzangseweg,Vogelenzangseweg,Woestduinweg,Bloemendaal,Noord-Holland,W,99983,482836,52.3307018,4.580074797
2006,19,M,Personenauto,1,200317005,,,,Galgweg,Gemeneweg,Oostvaartpad,Rijnwoude,Zuid-Holland,W,100774,458853,52.11524235,4.595518704
2006,82,V,Fiets,2,201212127,,,,Kuringen,Pastoor van Kessellaan,Pastoor van Kessellaan,Moerdijk,Noord-Brabant,K,100800,406251,51.64247926,4.604170176
2006,49,V,Fiets,2,201280019,,,,Bermweg,Bermweg,Kerkhofpad,Nieuwerkerk ad IJssel,Zuid-Holland,W,101300,440683,51.95199221,4.606050927
2006,21,V,Personenauto,1,204197072,,,,Hoevenseweg,Oude Grind,Concordialaan,Etten-Leur,Noord-Brabant,W,102445,398829,51.5759275,4.629049795
2006,80,M,Fiets,2,204264063,,,,Dokwerkerstraat,Industrieweg,Industrieweg,Ridderkerk,Zuid-Holland,K,102024,432058,51.87454366,4.617909727
2006,46,V,Personenauto,1,204356001,,,,Drie Merenweg,Drie Merenweg,Drie Merenweg,Haarlemmermeer,Noord-Holland,W,101190,477176,52.27995492,4.598683776
2006,26,M,Personenauto,1,205173005,,,,Achtmaalseweg,Biggelaarstraat,Leeuwerikstraat,Zundert,Noord-Brabant,W,103142,386602,51.46609592,4.64091011
2006,45,M,Personenauto,1,205230012,,,"3,9",Rijksweg A16,MOERDIJKBRUG,S-GRAVENDEEL 20,Dordrecht,Zuid-Holland,W,103981,420171,51.76788892,4.648080381
2006,29,M,Personenauto,1,205377011,,,,Brouwersvaart,Brouwersvaart,Burgemeester Rampstraat,Haarlem,Noord-Holland,K,102840,488683,52.38352697,4.621077936
2006,58,M,Voetganger,3,205393039,,,,Lange Nieuwstraat,Marktplein,Dinkelstraat,Velsen,Noord-Holland,W,102695,497004,52.45829246,4.617649823
2006,29,M,Voetganger,3,205400009,,,,Tussenwijkweg,Zeestraat,Zeestraat,Beverwijk,Noord-Holland,K,102566,500469,52.48941907,4.615208473
2006,31,V,Personenauto,1,206233003,,,"4,0",Rijksweg A16,DE ZUIDPUNT,S-GRAVENDEEL 20,Dordrecht,Zuid-Holland,W,103678,418908,51.75650956,4.643878053
2006,33,M,Personenauto,1,206233003,,,"4,0",Rijksweg A16,DE ZUIDPUNT,S-GRAVENDEEL 20,Dordrecht,Zuid-Holland,W,103678,418908,51.75650956,4.643878053
2006,82,M,Fiets,2,206268034,,,,Brederodestraat,Brederodestraat,De Dertienhuizen,Nederlek,Zuid-Holland,K,103068,434397,51.89566411,4.632716418
2006,15,V,Voetganger,3,206374068,,,,Dreef,Meesterlottelaan,Hazepaterslaan,Haarlem,Noord-Holland,W,103348,487208,52.37031932,4.628765601
2006,57,M,Personenauto,1,207257079,,,,Antoniuslaan,Graaf Willemlaan,Veersedijk,Hendrik-Ido-Ambacht,Zuid-Holland,W,104072,429052,51.84771762,4.648091168
2006,36,M,Bromfiets,5,207272008,,,,Cornelis Gerardus Rooswg,Cornelis Gerardus Rooswg,Cornelis Gerardus Rooswg,Nederlek,Zuid-Holland,W,104411,436522,51.91488658,4.651914126
2006,20,M,Personenauto,1,208244013,,,,Mijlweg,Mijlweg,Wieldrechtseweg,Dordrecht,Zuid-Holland,W,104055,422495,51.78878333,4.648810616
2006,84,V,Personenauto,1,208249052,,,"3,4",Rijksweg A16,RYKSWG,ZWIJNDRECHT 22,Dordrecht,Zuid-Holland,W,104168,424457,51.80642766,4.65016015
2006,37,M,Personenauto,1,208343014,,,"1,9",Rijksweg A4,KP BURGERVEEN,RYKSWG,Haarlemmermeer,Noord-Holland,W,104834,472293,52.23641475,4.652802519
2006,75,M,Fiets,2,208375188,,,,ANTONIEBRUG,Antoniestraat,Burgwal,Haarlem,Noord-Holland,K,104159,487973,52.37727003,4.640557287
2006,43,V,Fiets,2,209247158,,,,Brouwersdijk,Willem Marisstraat,Jacob Marisstraat,Dordrecht,Zuid-Holland,W,104991,423710,51.79978813,4.66220034
2006,76,M,Voetganger,3,209260022,,,"2,4",RYKSWG,RYKSWG,RYKSWG,Alblasserdam,Zuid-Holland,W,104714,430090,51.85710518,4.657256473
2006,47,M,Motor,4,210180021,,,,Aardgangstraat,Aardgangstraat,Raambergweg,Zundert,Noord-Brabant,K,105266,390251,51.49908487,4.670958407
2006,74,M,Personenauto,1,210246018,,,,Tak van Poortvlietstraat,Van Bosseplantsoen,Colijnstraat,Dordrecht,Zuid-Holland,W,105219,423268,51.7958359,4.665569075
2006,41,M,Landbouwvoertuig,5,210259032,,,,De Helling,GROTE BEER,De Helling,Alblasserdam,Zuid-Holland,W,105455,429955,51.85595821,4.668031315
2006,49,V,Personenauto,1,210297025,,,"2,1",N RINGDIJK,N RINGDIJK,Kanaaldijk,Waddinxveen,Zuid-Holland,W,105503,448612,52.02364503,4.666040419
