"ORIG_ID,N,10,0","ONG,N,10,0","UMS,N,10,0","ONGSLA,N,10,0","ONGDOD,N,10,0","ONGZKHGEW,N,10,0","ONGOVGGEW,N,10,0","ONGERNST,N,10,0","BST,N,10,0","VWD,N,10,0","BSTSLA,N,10,0","BSTDODSLA,N,10,0","BSTZKHGEW,N,10,0","BSTOVGGEW,N,10,0","BSTERNST,N,10,0","PASSLA,N,10,0","PASDODSLA,N,10,0","PASZKHGEW,N,10,0","PASOVGGEW,N,10,0","PASERNST,N,10,0","SLA,N,10,0","DODSLA,N,10,0","ZKHGEW,N,10,0","OVGGEW,N,10,0","ERNST,N,10,0","WEGING,N,10,0","XCOR,N,20,5","YCOR,N,20,5","KRAA_,C,1"
16503,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125040,165097734","477449,805024736","N"
16504,3,2,1,0,0,1,0,5,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"125192,336932432","477478,187905405","N"
16505,2,1,1,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125151,636769231","477522,544846154","N"
16506,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124905,721323873","478048,506173235","N"
16507,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125157,977893666","478858,039791401","N"
16508,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125088,781016602","479219,113971176","N"
16509,4,1,3,0,0,3,0,8,1,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,"125173,667269057","479266,177512119","N"
16510,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126136,306825084","479817,871318289","N"
16511,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125703,813254466","479557,165551919","N"
16512,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125132,207282776","479091,59251928","N"
16513,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125255,437","479715,681","N"
16514,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125259,097","480454,554","N"
16515,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"125122,129646717","480794,026892859","N"
16516,2,1,1,0,1,0,1,2,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125090,079646625","481529,863073552","N"
16517,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125215,189","481701,875","N"
16518,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125292,201","481643,139","N"
16519,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125436,7395","481873,906","N"
16520,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125283,49","482851,334","N"
16521,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125546,348","482673,208","N"
16522,1,0,1,0,1,0,1,2,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125431,705","482318,704","N"
16523,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125552,890351941","482631,992826583","N"
16524,3,2,1,0,1,0,1,5,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125077,5",483941,"N"
16525,4,3,1,0,1,0,1,9,2,1,0,0,1,0,3,0,1,2,1,4,0,1,3,1,0,"125353,980522826","483719,305198699","N"
16526,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125225,400123077","483554,085784615","N"
16527,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125429,032935001","484210,25330544","N"
16528,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125171,319860236","485122,001605444","N"
16529,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125481,006151823","485420,006151823","N"
16530,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125307,5","489945,5","N"
16531,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125245,5","489822,5","N"
16532,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125503,1065","490198,9465","N"
16533,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125203,296","492682,4745","N"
16534,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125333,886","496667,149","N"
16535,2,1,1,0,1,0,1,6,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125326,302","497051,058","N"
16536,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125267,371","500009,804","N"
16537,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125528,65","499977,156","N"
16538,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125511,159160737","500403,610469414","N"
16539,1,0,1,0,1,0,1,2,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"125283,894","500413,124","N"
16540,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125284,666","500117,998","N"
16541,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125131,43897226","501169,018893617","N"
16542,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125167,803366593","500982,340353015","N"
16543,1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125142,878624489","501505,870139388","N"
16544,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125066,092","501480,63","N"
16545,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125055,229","502433,048","N"
16546,3,0,3,0,1,2,1,6,0,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"125308,651","502422,075","N"
16547,4,3,1,0,0,1,0,7,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125304,209","502511,719","N"
16548,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125388,752478806","503090,980358459","N"
16549,2,1,1,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125363,746908369","505461,979034583","N"
16550,1,0,1,0,0,1,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,"125165,934043892","505000,469982164","N"
16551,3,2,1,0,1,0,1,4,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125238,682692652","505187,447116294","N"
16552,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125309,135011155","505374,953995905","N"
16553,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125343,18224997","505469,20791057","N"
16554,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125413,448256257","505658,239900385","N"
16555,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126210,240617358","507764,428143715","N"
16556,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126260,803935406","507898,612024446","N"
16557,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126297,224819675","507994,846068246","N"
16558,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126579,337530139","508742,087174601","N"
16559,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126947,900352794","509674,108841923","N"
16561,2,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125259,718","514716,211","N"
16562,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125150,663","515761,659","N"
16563,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125077,133837499","515619,025021589","N"
16564,3,2,1,0,1,0,1,8,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125496,25033938","516416,611739592","N"
16565,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125392,615527714","518932,131028853","N"
16566,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125471,656","517998,806","N"
16567,2,1,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125070,151","524768,552","N"
16568,1,0,1,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,"125410,9829336","524461,039843365","N"
16569,2,0,2,0,1,1,1,4,0,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"126365,53","535144,936","N"
16570,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126142,333","478099,504","N"
16571,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125956,480029,"N"
16572,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126038,19785346","479748,464672675","N"
16573,3,0,3,0,0,3,0,5,1,2,0,0,2,0,3,0,0,3,0,5,0,0,5,0,0,"125622,739795636","480129,463715037","N"
16574,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125746,612877609","480228,528404541","N"
16575,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125884,6395","481200,0815","N"
16576,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125835,937","481124,4005","N"
16577,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125948,319808746","481252,190145533","N"
16578,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125850,9005","481189,41","N"
16579,6,5,1,0,0,1,0,11,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125807,932","481931,145","N"
16580,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125588,"483691,5","N"
16581,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"125603,024","483743,168","N"
16582,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125616,969","483783,254","N"
16583,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125739,920353605","484296,367786985","N"
16584,5,5,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125569,739076538","484051,963953941","N"
16585,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125619,242963228","484134,569022279","N"
16586,9,6,3,0,0,3,0,26,3,2,0,0,2,0,4,0,0,4,0,6,0,0,6,0,0,"125671,961274894","484221,584833456","N"
16587,1,0,1,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126096,773538831","484904,650216173","N"
16588,2,0,2,0,1,1,1,4,1,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"126214,351194338","485179,647925174","N"
16589,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126037,564399681","484823,2637903","N"
16590,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125806,156183","484460,613904764","N"
16591,8,6,2,0,1,1,1,9,7,2,0,0,2,0,1,0,1,0,1,3,0,1,2,1,0,"125972,313443299","484923,205247423","N"
16592,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126002,164049288","484678,885963033","N"
16593,5,2,3,0,1,2,1,5,5,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"126161,045052516","484776,865724289","N"
16594,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126349,950129879","484728,391238116","N"
16595,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125702,838519037","487603,043841767","N"
16596,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126012,5","489367,5","N"
16597,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125748,451894848","497673,996682403","N"
16598,5,2,3,0,2,1,2,10,2,3,0,1,2,1,3,0,2,1,2,6,0,3,3,3,0,"126087,994","499697,604","N"
16599,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125539,817","500938,59","N"
16600,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125951,727","501271,536","N"
16601,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,125866,501475,"N"
16602,3,0,3,0,1,2,1,6,0,3,0,1,2,1,0,0,0,0,0,3,0,1,2,1,0,"126039,382","502160,969","N"
16603,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125860,171","502003,01","N"
16604,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125779,747","502097,314","N"
16605,11,9,2,0,0,2,0,31,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"125853,32","501998,984","N"
16606,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125780,392","503065,397","N"
16607,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125747,927","504546,555","N"
16608,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125829,574","504204,28","N"
16609,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125978,456","504599,831","N"
16610,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126166,810975908","504529,310935652","N"
16611,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125971,38","504581,061","N"
16612,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126346,414","504442,055","N"
16613,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125329,52798514","504860,750966731","N"
16615,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126035,541696907","507238,335114243","N"
16616,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126496,021179126","508458,340931294","N"
16617,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126599,670556156","508733,454166679","N"
16618,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126670,942834499","508923,242062152","N"
16619,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126706,849871698","509017,915049057","N"
16620,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127495,706521809","510848,142210304","N"
16621,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,"126427,982122328","509470,914323489","N"
16622,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126489,306","509447,707","N"
16623,3,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126009,912896463","513650,174207074","N"
16624,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127489,592","514595,918","N"
16625,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125695,787902954","514248,318932088","N"
16626,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125757,451618837","514963,411783138","N"
16627,2,1,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"125945,719","517354,393","N"
16628,4,1,3,0,0,3,0,8,3,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,"126595,236895054","516751,24945013","N"
16629,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125779,504031209","524305,358065019","N"
16630,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125719,596","524428,532","N"
16631,1,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126586,347023407","529560,881463464","N"
16632,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127255,672104142","533399,251910059","N"
16633,2,1,1,0,1,0,1,3,0,2,0,2,0,2,1,0,1,0,1,3,0,3,0,3,0,128498,534843,"N"
16634,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126361,069","478884,517","N"
16635,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126330,5",479622,"N"
16636,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126485,105031859","480007,537943495","N"
16637,2,1,1,0,0,1,0,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126318,012843078","479898,947281617","N"
16638,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126405,712024265","479948,270957131","N"
16639,1,0,1,0,0,1,0,3,5,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,126316,"481059,5","N"
16640,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126303,5","481415,5","N"
16641,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126187,5","481393,5","N"
16642,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126498,5",481449,"N"
16643,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126192,481453,"N"
16644,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126108,869","481510,141","N"
16645,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126538,9795","481632,1875","N"
16646,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126259,389637263","482293,843990619","N"
16647,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126611,286814305","482984,721847885","N"
16648,2,0,2,0,1,1,1,4,0,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"126075,69724621","483673,556569437","N"
16649,5,4,1,0,0,1,0,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126452,509","484295,994","N"
16650,3,3,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126078,964937322","484690,130587116","N"
16651,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126180,475006369","484687,909821656","N"
16652,6,6,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125983,390511236","484852,358882022","N"
16653,2,1,1,0,1,0,1,5,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126283,647894519","485366,802037075","N"
16654,3,2,1,0,0,1,0,7,0,1,0,0,1,0,3,0,0,3,0,4,0,0,4,0,0,"126545,218836449","486117,889056676","N"
16655,2,1,1,0,1,0,1,5,1,1,0,0,1,0,3,0,1,2,1,4,0,1,3,1,0,"126578,233925787","486213,420025617","N"
16656,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126295,621743223","485463,782089586","N"
16658,3,2,1,0,0,1,0,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126401,631283856","484778,325183468","N"
16659,8,7,1,0,1,0,1,20,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126538,544947065","484642,250937625","N"
16660,3,2,1,0,0,1,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126212,925744834","484964,301936124","N"
16661,3,1,2,0,2,0,2,7,0,1,0,1,0,1,1,0,1,0,1,2,0,2,0,2,0,"126062,519","487138,39","N"
16662,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126537,035619764","488924,9053064","N"
16663,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126470,34","489211,32","N"
16664,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126510,798470588","489022,406882353","N"
16665,4,3,1,0,0,1,0,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126297,474237045","489361,453125578","N"
16666,3,2,1,0,1,0,1,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126390,215901708","489184,837949918","N"
16667,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126440,261","500084,65","N"
16668,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126469,487","500828,834","N"
16669,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126417,067843497","501754,201925722","N"
16670,3,2,1,0,0,1,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126219,572","501660,619","N"
16671,12,10,2,0,1,1,1,30,1,2,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,"126213,458","501651,926","N"
16672,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126110,5",501728,"N"
16673,2,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126472,5",502914,"N"
16674,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126501,149177879","502860,527321044","N"
16675,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126075,119","502788,02","N"
16676,2,1,1,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126308,661","502870,628","N"
16677,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126325,812","504271,288","N"
16678,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126192,5","504127,5","N"
16679,2,0,2,0,1,1,1,2,0,2,0,1,1,1,1,0,0,1,0,3,0,1,2,1,0,"127226,919","518119,492","N"
16680,1,0,1,0,0,1,0,2,1,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"128086,567","529532,907","N"
16681,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126190,541092,"N"
16682,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126462,540445,"N"
16683,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126357,557453745",546603,"N"
16684,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126754,512223606","478368,239608332","N"
16685,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126865,478800,"N"
16686,1,0,1,0,1,0,1,4,0,2,0,0,2,0,2,0,1,1,1,4,0,1,3,1,0,"126960,902","479699,986","N"
16687,2,0,2,0,2,0,2,4,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"126738,209","481008,885","N"
16688,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126587,3955","481657,453","N"
16689,4,2,2,0,0,2,0,5,3,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,"126876,066745362","481495,139691714","N"
16690,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126613,598447579","481998,331997523","N"
16691,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,126668,482786,"N"
16692,1,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"126658,666182506","483914,678312057","N"
16693,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126788,5",484841,"N"
16694,16,14,2,0,0,2,0,37,3,4,0,0,4,0,1,0,0,1,0,5,0,0,5,0,0,"126622,609004403","484587,944008051","N"
16695,7,3,4,0,0,4,0,19,1,4,0,0,4,0,2,0,0,2,0,6,0,0,6,0,0,"126872,858947406","484427,026926549","N"
16696,2,0,2,0,1,1,1,7,1,4,0,1,3,1,0,0,0,0,0,4,0,1,3,1,0,"126774,422872389","484464,375804026","N"
16697,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126941,019074905","484350,691106317","N"
16698,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126706,625171602","486590,148941582","N"
16699,2,1,1,0,1,0,1,5,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"126607,313953139","488734,666977471","N"
16700,1,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126873,802411834","487378,634971598","N"
16701,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126862,196741788","487876,774973805","N"
16702,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126850,865600894","487979,528952487","N"
